duplicate_id,canonical_query_id,duplicate_query_id,match_type,match_confidence,merge_decision,reason,reviewer,reviewed_at
dup-0367,dq-0021,dq-0419,canonical_query_key,high,merge,Same canonical query key: future ai in customer relationship management s coming next,automation,2026-06-19T16:02:32.950Z
dup-0368,dq-0022,dq-0420,canonical_query_key,high,merge,Same canonical query key: real ai crm use cases driving revenue growth in 2025,automation,2026-06-19T16:02:32.950Z
dup-0369,dq-0023,dq-0421,canonical_query_key,high,merge,Same canonical query key: 5 ai crms real estate agents 2026 roundup,automation,2026-06-19T16:02:32.950Z
dup-0370,dq-0027,dq-0422,canonical_query_key,high,merge,Same canonical query key: prove incremental marketing impact linkedin s new tools,automation,2026-06-19T16:02:32.950Z
dup-0371,dq-0054,dq-0423,canonical_query_key,high,merge,Same canonical query key: multiplier effect linkedin ads boosts search content pipeline,automation,2026-06-19T16:02:32.950Z
dup-0372,dq-0055,dq-0424,canonical_query_key,high,merge,Same canonical query key: fear messing up hidden emotion driving b2b decisions,automation,2026-06-19T16:02:32.950Z
dup-0373,dq-0056,dq-0425,canonical_query_key,high,merge,Same canonical query key: principles buyability why strong deals stall separates vendors who get chosen,automation,2026-06-19T16:02:32.950Z
dup-0374,dq-0057,dq-0426,canonical_query_key,high,merge,Same canonical query key: grow your ai search visibility linkedin content,automation,2026-06-19T16:02:32.950Z
dup-0375,dq-0001,dq-0427,canonical_query_key,high,merge,Same canonical query key: employee-generated content,automation,2026-06-19T16:02:32.950Z
dup-0376,dq-0005,dq-0428,canonical_query_key,high,merge,Same canonical query key: employee-generated content examples b2b,automation,2026-06-19T16:02:32.950Z
dup-0377,dq-0008,dq-0429,canonical_query_key,high,merge,Same canonical query key: measure employee-generated content beyond impressions,automation,2026-06-19T16:02:32.950Z
dup-0378,dq-0010,dq-0430,canonical_query_key,high,merge,Same canonical query key: employee-generated content employee advocacy,automation,2026-06-19T16:02:32.950Z
dup-0379,dq-0013,dq-0431,canonical_query_key,high,merge,Same canonical query key: employee-generated content it different employee advocacy,automation,2026-06-19T16:02:32.950Z
dup-0380,dq-0014,dq-0432,canonical_query_key,high,merge,Same canonical query key: employee-generated content different employee advocacy,automation,2026-06-19T16:02:32.950Z
dup-0381,dq-0015,dq-0433,canonical_query_key,high,merge,Same canonical query key: do you turn employee expertise into useful linkedin posts,automation,2026-06-19T16:02:32.950Z
dup-0382,dq-0016,dq-0434,canonical_query_key,high,merge,Same canonical query key: good examples employee-generated content in b2b,automation,2026-06-19T16:02:32.950Z
dup-0383,dq-0017,dq-0435,canonical_query_key,high,merge,Same canonical query key: b2b teams measure employee-generated content beyond impressions,automation,2026-06-19T16:02:32.950Z
dup-0384,dq-0018,dq-0436,canonical_query_key,high,merge,Same canonical query key: can b2b teams learn clay lovable gitlab s public content loops,automation,2026-06-19T16:02:32.950Z
dup-0385,dq-0019,dq-0437,canonical_query_key,high,merge,Same canonical query key: b2b sales teams build linkedin content infrastructure,automation,2026-06-19T16:02:32.950Z
dup-0386,dq-0029,dq-0438,canonical_query_key,high,merge,Same canonical query key: teams review employee-generated content without making it generic,automation,2026-06-19T16:02:32.950Z
dup-0387,dq-0031,dq-0439,canonical_query_key,high,merge,Same canonical query key: 9 ways improve seo rankings traffic,automation,2026-06-19T16:02:32.950Z
dup-0388,dq-0030,dq-0440,canonical_query_key,high,merge,Same canonical query key: every employee post linkedin,automation,2026-06-19T16:02:32.950Z
dup-0389,dq-0032,dq-0441,canonical_query_key,high,merge,Same canonical query key: new guide prove value b2b marketing,automation,2026-06-19T16:02:32.950Z
dup-0390,dq-0033,dq-0442,canonical_query_key,high,merge,Same canonical query key: ai perception-reality gap,automation,2026-06-19T16:02:32.950Z
dup-0391,dq-0034,dq-0443,canonical_query_key,high,merge,Same canonical query key: do answer engines decide which b2b content cite,automation,2026-06-19T16:02:32.950Z
dup-0392,dq-0035,dq-0444,canonical_query_key,high,merge,Same canonical query key: introducing search generative ai performance reports in search console,automation,2026-06-19T16:02:32.950Z
dup-0393,dq-0036,dq-0445,canonical_query_key,high,merge,Same canonical query key: new resource optimizing generative ai in google search,automation,2026-06-19T16:02:32.950Z
dup-0394,dq-0037,dq-0446,canonical_query_key,high,merge,Same canonical query key: 11 ways automate seo agent,automation,2026-06-19T16:02:32.950Z
dup-0395,dq-0038,dq-0447,canonical_query_key,high,merge,Same canonical query key: i use my ai marketing assistant after 200 hours,automation,2026-06-19T16:02:32.950Z
dup-0396,dq-0039,dq-0448,canonical_query_key,high,merge,Same canonical query key: we analyzed 137k sites 97 llms txt files never get read,automation,2026-06-19T16:02:32.950Z
dup-0397,dq-0040,dq-0449,canonical_query_key,high,merge,Same canonical query key: level-up seo tactician search visibility leader,automation,2026-06-19T16:02:32.950Z
dup-0398,dq-0041,dq-0450,canonical_query_key,high,merge,Same canonical query key: 9 vibe coding examples ai apps you can use right now grow your website,automation,2026-06-19T16:02:32.951Z
dup-0399,dq-0042,dq-0451,canonical_query_key,high,merge,Same canonical query key: ai sentiment analysis marketer s guide,automation,2026-06-19T16:02:32.951Z
dup-0400,dq-0043,dq-0452,canonical_query_key,high,merge,Same canonical query key: bot traffic now exceeds traffic human users,automation,2026-06-19T16:02:32.951Z
dup-0401,dq-0044,dq-0453,canonical_query_key,high,merge,Same canonical query key: 12 seo writing tips earn visibility 2026,automation,2026-06-19T16:02:32.951Z
dup-0402,dq-0045,dq-0454,canonical_query_key,high,merge,Same canonical query key: rtcamp closed ai perception gap costing them enterprise deals,automation,2026-06-19T16:02:32.951Z
dup-0403,dq-0046,dq-0455,canonical_query_key,high,merge,Same canonical query key: why 62 ai citations don t lead brand mentions study,automation,2026-06-19T16:02:32.951Z
dup-0404,dq-0047,dq-0456,canonical_query_key,high,merge,Same canonical query key: decide which ai search prompts track,automation,2026-06-19T16:02:32.951Z
dup-0405,dq-0048,dq-0457,canonical_query_key,high,merge,Same canonical query key: google s ai search optimization guide do next,automation,2026-06-19T16:02:32.951Z
dup-0406,dq-0049,dq-0458,canonical_query_key,high,merge,Same canonical query key: get indexed by chatgpt 2026,automation,2026-06-19T16:02:32.951Z
dup-0407,dq-0050,dq-0459,canonical_query_key,high,merge,Same canonical query key: faqs aeo structure answers that rank in answer engines,automation,2026-06-19T16:02:32.951Z
dup-0408,dq-0051,dq-0460,canonical_query_key,high,merge,Same canonical query key: schema markup aeo implement it boost answer engine visibility in 2026,automation,2026-06-19T16:02:32.951Z
dup-0409,dq-0052,dq-0461,canonical_query_key,high,merge,Same canonical query key: keyword research aeo guide winning answer engine traffic in 2026,automation,2026-06-19T16:02:32.951Z
dup-0410,dq-0053,dq-0462,canonical_query_key,high,merge,Same canonical query key: on-page content formats answer engines actually favor new research,automation,2026-06-19T16:02:32.951Z
dup-0411,dq-0054,dq-0463,canonical_query_key,high,merge,Same canonical query key: multiplier effect linkedin ads boosts search content pipeline,automation,2026-06-19T16:02:32.951Z
dup-0412,dq-0055,dq-0464,canonical_query_key,high,merge,Same canonical query key: fear messing up hidden emotion driving b2b decisions,automation,2026-06-19T16:02:32.951Z
dup-0413,dq-0056,dq-0465,canonical_query_key,high,merge,Same canonical query key: principles buyability why strong deals stall separates vendors who get chosen,automation,2026-06-19T16:02:32.951Z
dup-0414,dq-0057,dq-0466,canonical_query_key,high,merge,Same canonical query key: grow your ai search visibility linkedin content,automation,2026-06-19T16:02:32.951Z
dup-0415,dq-0058,dq-0467,canonical_query_key,high,merge,Same canonical query key: rank in ai search results expert practices,automation,2026-06-19T16:02:32.951Z
dup-0416,dq-0059,dq-0468,canonical_query_key,high,merge,Same canonical query key: 6 ai prospecting tools our picks 2026,automation,2026-06-19T16:02:32.951Z
dup-0417,dq-0020,dq-0469,canonical_query_key,high,merge,Same canonical query key: sales outreach tools that integrate your crm our favorite picks 2026,automation,2026-06-19T16:02:32.951Z
dup-0418,dq-0021,dq-0470,canonical_query_key,high,merge,Same canonical query key: future ai in customer relationship management s coming next,automation,2026-06-19T16:02:32.951Z
dup-0419,dq-0022,dq-0471,canonical_query_key,high,merge,Same canonical query key: real ai crm use cases driving revenue growth in 2025,automation,2026-06-19T16:02:32.951Z
dup-0420,dq-0023,dq-0472,canonical_query_key,high,merge,Same canonical query key: 5 ai crms real estate agents 2026 roundup,automation,2026-06-19T16:02:32.951Z
dup-0421,dq-0024,dq-0473,canonical_query_key,high,merge,Same canonical query key: ai agent plain-english guide,automation,2026-06-19T16:02:32.951Z
dup-0422,dq-0025,dq-0474,canonical_query_key,high,merge,Same canonical query key: 10 seo trends i ve seen firsthand in 2026 data,automation,2026-06-19T16:02:32.951Z
dup-0423,dq-0026,dq-0475,canonical_query_key,high,merge,Same canonical query key: why category entry points belong in every ai search strategy,automation,2026-06-19T16:02:32.951Z
dup-0424,dq-0027,dq-0476,canonical_query_key,high,merge,Same canonical query key: prove incremental marketing impact linkedin s new tools,automation,2026-06-19T16:02:32.951Z
dup-0425,dq-0028,dq-0477,canonical_query_key,high,merge,Same canonical query key: automated seo it it works in 2026,automation,2026-06-19T16:02:32.951Z
dup-0426,dq-0015,dq-0478,canonical_query_key,high,merge,Same canonical query key: do you turn employee expertise into useful linkedin posts,automation,2026-06-19T16:02:32.951Z
dup-0427,dq-0015,dq-0479,canonical_query_key,high,merge,Same canonical query key: do you turn employee expertise into useful linkedin posts,automation,2026-06-19T16:02:32.951Z
dup-0428,dq-0015,dq-0480,canonical_query_key,high,merge,Same canonical query key: do you turn employee expertise into useful linkedin posts,automation,2026-06-19T16:02:32.951Z
dup-0429,dq-0015,dq-0481,canonical_query_key,high,merge,Same canonical query key: do you turn employee expertise into useful linkedin posts,automation,2026-06-19T16:02:32.951Z
dup-0430,dq-0035,dq-0482,canonical_query_key,high,merge,Same canonical query key: introducing search generative ai performance reports in search console,automation,2026-06-19T16:02:32.951Z
dup-0431,dq-0036,dq-0483,canonical_query_key,high,merge,Same canonical query key: new resource optimizing generative ai in google search,automation,2026-06-19T16:02:32.951Z
dup-0432,dq-0024,dq-0484,canonical_query_key,high,merge,Same canonical query key: ai agent plain-english guide,automation,2026-06-19T16:02:32.951Z
dup-0433,dq-0025,dq-0485,canonical_query_key,high,merge,Same canonical query key: 10 seo trends i ve seen firsthand in 2026 data,automation,2026-06-19T16:02:32.951Z
dup-0434,dq-0037,dq-0486,canonical_query_key,high,merge,Same canonical query key: 11 ways automate seo agent,automation,2026-06-19T16:02:32.951Z
dup-0435,dq-0038,dq-0487,canonical_query_key,high,merge,Same canonical query key: i use my ai marketing assistant after 200 hours,automation,2026-06-19T16:02:32.951Z
dup-0436,dq-0039,dq-0488,canonical_query_key,high,merge,Same canonical query key: we analyzed 137k sites 97 llms txt files never get read,automation,2026-06-19T16:02:32.951Z
dup-0437,dq-0040,dq-0489,canonical_query_key,high,merge,Same canonical query key: level-up seo tactician search visibility leader,automation,2026-06-19T16:02:32.951Z
dup-0438,dq-0041,dq-0490,canonical_query_key,high,merge,Same canonical query key: 9 vibe coding examples ai apps you can use right now grow your website,automation,2026-06-19T16:02:32.951Z
dup-0439,dq-0026,dq-0491,canonical_query_key,high,merge,Same canonical query key: why category entry points belong in every ai search strategy,automation,2026-06-19T16:02:32.951Z
dup-0440,dq-0042,dq-0492,canonical_query_key,high,merge,Same canonical query key: ai sentiment analysis marketer s guide,automation,2026-06-19T16:02:32.951Z
dup-0441,dq-0043,dq-0493,canonical_query_key,high,merge,Same canonical query key: bot traffic now exceeds traffic human users,automation,2026-06-19T16:02:32.951Z
dup-0442,dq-0044,dq-0494,canonical_query_key,high,merge,Same canonical query key: 12 seo writing tips earn visibility 2026,automation,2026-06-19T16:02:32.951Z
dup-0443,dq-0045,dq-0495,canonical_query_key,high,merge,Same canonical query key: rtcamp closed ai perception gap costing them enterprise deals,automation,2026-06-19T16:02:32.951Z
dup-0444,dq-0046,dq-0496,canonical_query_key,high,merge,Same canonical query key: why 62 ai citations don t lead brand mentions study,automation,2026-06-19T16:02:32.951Z
dup-0445,dq-0047,dq-0497,canonical_query_key,high,merge,Same canonical query key: decide which ai search prompts track,automation,2026-06-19T16:02:32.951Z
dup-0446,dq-0048,dq-0498,canonical_query_key,high,merge,Same canonical query key: google s ai search optimization guide do next,automation,2026-06-19T16:02:32.951Z
dup-0447,dq-0058,dq-0499,canonical_query_key,high,merge,Same canonical query key: rank in ai search results expert practices,automation,2026-06-19T16:02:32.951Z
dup-0448,dq-0049,dq-0500,canonical_query_key,high,merge,Same canonical query key: get indexed by chatgpt 2026,automation,2026-06-19T16:02:32.951Z
dup-0449,dq-0050,dq-0501,canonical_query_key,high,merge,Same canonical query key: faqs aeo structure answers that rank in answer engines,automation,2026-06-19T16:02:32.951Z
dup-0450,dq-0051,dq-0502,canonical_query_key,high,merge,Same canonical query key: schema markup aeo implement it boost answer engine visibility in 2026,automation,2026-06-19T16:02:32.951Z
dup-0451,dq-0052,dq-0503,canonical_query_key,high,merge,Same canonical query key: keyword research aeo guide winning answer engine traffic in 2026,automation,2026-06-19T16:02:32.951Z
dup-0452,dq-0053,dq-0504,canonical_query_key,high,merge,Same canonical query key: on-page content formats answer engines actually favor new research,automation,2026-06-19T16:02:32.951Z
dup-0453,dq-0059,dq-0505,canonical_query_key,high,merge,Same canonical query key: 6 ai prospecting tools our picks 2026,automation,2026-06-19T16:02:32.951Z
dup-0454,dq-0020,dq-0506,canonical_query_key,high,merge,Same canonical query key: sales outreach tools that integrate your crm our favorite picks 2026,automation,2026-06-19T16:02:32.951Z
dup-0455,dq-0021,dq-0507,canonical_query_key,high,merge,Same canonical query key: future ai in customer relationship management s coming next,automation,2026-06-19T16:02:32.951Z
dup-0456,dq-0022,dq-0508,canonical_query_key,high,merge,Same canonical query key: real ai crm use cases driving revenue growth in 2025,automation,2026-06-19T16:02:32.951Z
dup-0457,dq-0023,dq-0509,canonical_query_key,high,merge,Same canonical query key: 5 ai crms real estate agents 2026 roundup,automation,2026-06-19T16:02:32.951Z
dup-0458,dq-0027,dq-0510,canonical_query_key,high,merge,Same canonical query key: prove incremental marketing impact linkedin s new tools,automation,2026-06-19T16:02:32.951Z
dup-0459,dq-0054,dq-0511,canonical_query_key,high,merge,Same canonical query key: multiplier effect linkedin ads boosts search content pipeline,automation,2026-06-19T16:02:32.951Z
dup-0460,dq-0055,dq-0512,canonical_query_key,high,merge,Same canonical query key: fear messing up hidden emotion driving b2b decisions,automation,2026-06-19T16:02:32.951Z
dup-0461,dq-0056,dq-0513,canonical_query_key,high,merge,Same canonical query key: principles buyability why strong deals stall separates vendors who get chosen,automation,2026-06-19T16:02:32.951Z
dup-0462,dq-0057,dq-0514,canonical_query_key,high,merge,Same canonical query key: grow your ai search visibility linkedin content,automation,2026-06-19T16:02:32.951Z
